userid,read_commentsum,likesum,click_avatarsum,forwardsum,commentsum,followsum,favoritesum,date_
34951,0,0,0,0,0,0,0,15
34955,0,0,2,0,0,1,0,15
34969,0,2,0,1,0,0,0,15
34970,1,1,10,1,0,0,0,15
34971,10,0,2,0,0,1,0,15
34977,4,1,0,0,0,0,0,15
34993,0,4,0,0,0,0,0,15
34995,0,3,1,0,0,0,1,15
35000,0,0,2,0,0,0,0,15
35026,0,0,1,1,0,0,0,15
35046,6,4,11,0,0,9,0,15
35057,1,3,7,1,0,4,0,15
35092,9,1,3,0,0,0,0,15
35112,0,1,0,0,0,0,0,15
35116,59,10,4,0,0,0,0,15
35135,0,20,0,4,7,0,1,15
35148,1,3,0,0,0,0,0,15
35159,0,3,3,0,0,0,0,15
35194,3,7,1,0,0,0,0,15
35219,0,1,0,1,0,0,0,15
35230,0,8,0,2,0,0,0,15
35233,0,1,4,0,0,0,0,15
35252,0,1,0,3,0,0,0,15
35259,0,29,1,0,0,0,0,15
35266,0,10,0,3,0,0,0,15
35276,1,0,3,0,0,0,0,15
35281,10,3,0,0,1,0,0,15
35299,1,0,2,0,0,0,0,15
35308,1,2,0,6,0,0,0,15
35313,93,6,0,0,0,0,0,15
35316,0,13,0,0,0,0,0,15
35321,2,3,0,0,0,0,0,15
35350,32,0,1,0,0,0,0,15
35357,0,1,0,1,0,0,0,15
35358,0,1,0,0,0,0,0,15
35383,0,2,0,2,0,0,0,15
35408,0,2,1,0,0,0,0,15
35414,0,1,1,0,0,0,0,15
35427,0,18,0,0,8,0,1,15
35430,0,0,1,0,1,0,0,15
35435,14,11,0,0,0,0,0,15
35461,2,7,0,0,0,0,0,15
35465,0,0,0,1,0,0,0,15
35479,0,4,1,0,0,0,0,15
35517,0,2,0,0,0,0,0,15
35520,0,0,0,0,0,0,0,15
35532,0,9,0,0,0,0,0,15
35539,3,10,0,0,0,0,0,15
35581,0,0,0,2,0,0,0,15
35583,0,3,0,0,0,0,0,15
35589,0,1,0,0,0,0,0,15
35594,2,2,0,0,0,0,0,15
35621,0,7,0,0,0,0,0,15
35633,2,10,0,0,0,0,0,15
35638,0,0,0,2,0,0,1,15
35645,0,3,0,0,0,0,0,15
35648,0,5,0,0,0,0,0,15
35650,0,0,1,0,0,0,0,15
35668,0,14,0,0,0,0,0,15
35679,1,2,3,0,0,0,0,15
35690,12,5,1,0,0,1,0,15
35692,23,0,0,0,0,0,0,15
35699,26,2,0,0,0,0,0,15
35700,0,18,4,0,0,0,0,15
35701,0,1,1,0,0,0,0,15
35729,0,1,0,0,0,0,0,15
35750,0,0,0,0,0,0,0,15
35755,0,2,0,0,0,0,0,15
35771,0,0,0,0,0,0,0,15
35777,0,0,0,0,0,0,0,15
35792,12,12,1,1,1,0,0,15
35798,0,2,4,0,0,1,0,15
35808,0,2,0,1,0,0,0,15
35840,0,1,1,6,0,1,0,15
35843,0,1,0,0,0,0,0,15
35849,4,51,2,6,2,0,0,15
35872,0,5,0,0,0,0,0,15
35886,0,68,3,0,0,0,0,15
35898,3,3,0,0,0,0,0,15
35916,21,28,0,0,0,0,0,15
35929,0,0,3,0,0,0,0,15
35954,0,1,0,0,0,0,0,15
35957,0,0,0,0,0,0,0,15
35963,0,4,0,0,0,0,0,15
35967,40,1,7,0,0,0,0,15
35988,0,3,0,0,0,0,0,15
35996,0,1,1,1,0,0,0,15
36004,146,5,6,0,0,0,0,15
36011,0,0,4,0,1,0,0,15
36014,1,0,1,0,0,0,0,15
36019,5,0,2,0,0,0,0,15
36021,56,0,3,0,0,0,0,15
36024,60,13,1,0,0,0,0,15
36058,1,1,0,0,0,0,0,15
36066,0,1,1,0,0,0,0,15
36088,0,6,0,4,0,0,0,15
36118,0,0,0,1,0,0,0,15
36123,2,1,2,0,0,0,0,15
36138,0,15,0,0,0,0,0,15
36149,0,0,0,4,0,0,0,15
36159,0,0,1,0,0,0,0,15
36184,0,3,1,0,0,1,0,15
36199,0,4,0,0,0,0,0,15
36207,7,4,0,0,0,0,0,15
36232,0,0,5,3,0,0,0,15
36241,1,0,0,0,0,0,0,15
36288,0,4,1,0,1,0,0,15
36302,0,0,9,0,0,0,0,15
36313,2,5,0,0,0,0,0,15
36328,21,1,1,0,0,0,0,15
36340,0,1,0,5,0,0,0,15
36346,0,0,3,0,0,0,0,15
36347,0,0,0,0,0,0,0,15
36357,0,16,0,5,0,0,0,15
36404,40,5,0,1,0,0,0,15
36416,3,6,1,0,0,0,0,15
36418,0,11,0,13,0,0,0,15
36419,0,0,0,0,0,0,0,15
36420,0,0,3,0,0,3,0,15
36436,0,0,0,0,0,0,0,15
36463,0,0,0,0,0,0,0,15
36464,0,1,2,0,0,0,0,15
36482,0,0,3,0,0,0,0,15
36505,0,3,0,0,0,0,0,15
36514,41,1,0,0,0,0,0,15
36525,3,3,0,0,0,0,0,15
36527,4,1,5,0,0,0,0,15
36533,0,0,0,1,0,0,0,15
36552,18,0,6,1,1,0,0,15
36563,3,7,0,0,0,0,0,15
36577,18,25,0,0,0,0,2,15
36591,0,2,0,2,0,0,0,15
36593,0,0,0,3,0,0,0,15
36595,0,0,0,0,0,0,0,15
36597,0,1,0,0,0,0,0,15
36610,1,7,0,0,0,0,0,15
36611,72,3,3,2,1,0,0,15
36615,0,0,0,0,0,0,0,15
36634,32,41,0,0,0,0,0,15
36665,0,1,2,0,0,1,0,15
36670,0,0,0,0,0,0,0,15
36677,1,1,0,0,0,0,0,15
36689,17,20,0,0,1,0,0,15
36703,0,2,0,0,0,0,0,15
36731,0,0,1,0,0,0,0,15
36735,1,6,2,0,0,0,0,15
36760,28,0,4,0,0,0,0,15
36776,0,1,0,0,0,0,0,15
36786,2,0,5,0,0,0,0,15
36796,8,3,2,0,0,0,0,15
36797,1,1,3,0,0,0,0,15
36800,1,1,0,0,0,0,0,15
36815,0,0,3,0,0,0,0,15
36819,49,3,0,0,0,0,0,15
36839,0,0,0,0,0,0,0,15
36849,0,1,0,0,0,0,0,15
36851,0,0,0,0,0,0,0,15
36852,2,0,0,0,0,0,0,15
36858,2,10,0,0,0,0,0,15
36860,0,0,0,0,0,0,0,15
36865,4,2,0,1,0,0,0,15
36870,0,2,0,0,0,0,0,15
36892,0,30,19,1,0,0,0,15
36899,1,0,0,0,0,0,1,15
36903,0,0,0,0,0,0,0,15
36907,0,1,5,3,0,1,6,15
36909,1,4,4,0,0,0,0,15
36924,22,0,14,0,0,1,0,15
36932,42,1,15,2,0,2,16,15
36946,0,1,0,2,0,0,0,15
36948,1,1,0,1,0,0,0,15
36952,5,4,0,0,1,0,0,15
36954,4,17,4,0,0,4,0,15
36981,5,4,0,0,0,0,0,15
37017,2,10,1,0,0,0,0,15
37088,0,1,1,7,0,0,0,15
37100,0,1,6,0,0,0,0,15
37112,0,13,0,0,0,0,0,15
37124,8,3,0,0,0,0,0,15
37131,12,2,2,0,0,0,0,15
37143,0,1,0,0,0,0,0,15
37148,0,0,0,0,0,0,1,15
37157,1,4,1,0,0,0,0,15
37158,2,126,0,0,0,0,0,15
37160,0,0,0,0,0,0,0,15
37163,0,0,1,0,0,0,0,15
37167,0,3,2,0,0,0,0,15
37180,0,1,1,0,0,0,0,15
37189,25,0,8,0,0,0,0,15
37206,2,1,0,0,0,0,0,15
37227,0,0,2,0,0,0,0,15
37246,0,0,0,1,0,0,0,15
37257,0,0,0,0,0,0,0,15
37265,6,1,2,3,0,0,0,15
37296,0,2,3,0,0,0,0,15
37320,2,4,5,0,0,0,0,15
37323,0,2,0,0,0,0,0,15
37336,0,0,7,0,0,1,32,15
37343,22,1,1,1,1,0,0,15
37345,4,0,0,8,0,0,0,15
37347,0,0,4,0,0,0,0,15
37359,8,4,23,2,1,0,0,15
37363,0,2,2,0,0,0,0,15
37386,0,1,2,3,0,0,0,15
37448,4,5,0,0,0,0,0,15
37452,0,1,0,0,0,0,0,15
37460,0,0,1,0,0,0,0,15
37468,0,4,0,0,0,0,0,15
37470,0,2,0,0,0,0,0,15
37482,1,1,0,0,0,0,0,15
37485,0,3,0,0,1,0,0,15
37487,5,5,1,0,0,0,0,15
37490,0,2,0,0,0,0,0,15
37494,5,4,0,0,2,0,0,15
37518,1,1,4,0,0,0,0,15
37520,0,0,0,2,0,0,0,15
37522,0,0,0,0,0,0,0,15
37530,0,1,9,0,0,0,0,15
37541,0,3,0,8,0,0,0,15
37550,0,2,1,0,0,0,0,15
37551,0,6,2,0,0,1,0,15
37570,2,4,0,0,0,0,1,15
37586,2,7,0,2,2,0,0,15
37610,0,18,0,0,0,0,0,15
37616,0,3,0,0,0,0,0,15
37633,0,0,0,2,0,0,0,15
37634,0,1,0,0,0,0,0,15
37666,0,2,0,0,1,0,0,15
37713,1,3,2,2,0,2,0,15
37732,0,1,2,1,0,0,0,15
37741,64,36,3,0,0,1,1,15
37742,0,1,0,0,0,0,0,15
37746,0,72,0,0,1,0,0,15
37754,1,2,2,1,0,1,0,15
37767,0,0,0,2,0,0,0,15
37774,0,1,2,0,0,0,0,15
37786,0,10,0,7,0,0,0,15
37808,0,0,1,1,0,1,0,15
37809,84,0,0,0,4,0,0,15
37810,4,2,1,0,0,0,0,15
37860,0,0,1,0,0,0,0,15
37866,0,11,0,0,0,0,0,15
37892,1,2,1,0,0,0,0,15
37897,2,2,0,0,0,0,0,15
37908,0,1,0,0,0,0,0,15
37912,0,1,12,0,0,0,0,15
37924,4,3,1,0,0,0,0,15
37935,1,11,0,1,1,0,0,15
37936,218,4,0,0,2,0,0,15
37942,0,0,4,0,0,0,0,15
37945,1,3,0,1,0,0,0,15
37972,0,4,0,0,0,0,0,15
37976,0,1,5,0,0,0,0,15
38023,3,0,8,0,0,0,0,15
38031,2,10,1,0,0,0,0,15
38042,5,8,0,0,0,0,0,15
38056,3,1,0,0,0,0,0,15
38061,0,2,1,0,0,0,0,15
38093,0,2,0,0,0,0,0,15
38096,0,0,0,0,0,0,0,15
38100,0,0,1,0,0,0,4,15
38120,17,2,0,8,0,0,0,15
38147,0,2,0,0,0,0,0,15
38156,1,5,0,9,0,0,0,15
38158,1,2,1,0,0,0,0,15
38161,0,0,0,0,0,0,0,15
38178,0,0,1,0,0,0,0,15
38196,5,5,0,0,0,0,0,15
38203,43,2,4,0,0,1,1,15
38206,0,19,0,0,0,0,0,15
38209,7,3,8,0,0,2,0,15
38227,2,0,4,0,0,2,2,15
38231,2,1,0,1,1,0,0,15
38235,12,1,7,1,0,0,0,15
38237,0,2,0,0,0,0,0,15
38244,0,1,0,0,0,0,0,15
38258,0,12,0,0,0,0,0,15
38265,0,2,0,0,0,0,7,15
38291,2,6,0,0,0,0,0,15
38292,5,7,2,4,0,0,0,15
38293,0,0,3,0,0,0,0,15
38311,0,2,0,0,0,0,0,15
38322,0,1,0,2,0,0,0,15
38323,0,1,0,2,0,0,0,15
38369,0,1,4,0,0,1,17,15
38381,23,15,1,0,0,0,0,15
38404,0,1,0,1,0,0,0,15
38437,5,2,0,0,0,0,0,15
38440,0,0,2,1,0,0,0,15
38449,0,4,0,0,0,0,0,15
38454,0,13,0,0,0,0,0,15
38456,34,0,4,0,0,0,0,15
38469,0,1,0,0,0,0,0,15
38474,0,19,0,0,0,0,0,15
38481,2,0,0,0,0,0,0,15
38482,0,0,0,2,0,0,0,15
38494,0,0,2,0,0,0,0,15
38495,0,0,0,0,0,0,0,15
38498,1,3,0,0,1,0,0,15
38500,0,0,3,0,0,0,0,15
38507,0,0,1,1,0,0,0,15
38514,0,3,0,1,0,0,0,15
38550,7,0,0,0,0,0,0,15
38576,0,0,0,0,2,0,0,15
38578,17,0,0,0,0,0,0,15
38595,0,4,0,0,0,0,0,15
38604,1,4,4,1,0,2,0,15
38605,3,0,2,1,0,0,3,15
38608,0,0,2,0,0,0,0,15
38626,0,1,4,0,0,0,0,15
38637,0,1,0,0,0,0,0,15
38647,56,0,0,5,0,0,0,15
38657,1,0,0,0,0,0,0,15
38667,8,0,0,0,0,0,1,15
38683,1,0,1,0,0,0,0,15
38688,4,0,0,0,0,0,0,15
38689,3,0,0,1,0,0,0,15
38706,0,13,0,0,0,0,0,15
38729,3,6,0,1,0,0,0,15
38737,1,17,1,7,0,0,0,15
38741,0,4,2,1,0,0,0,15
38747,0,4,0,0,0,0,0,15
38752,0,103,1,6,0,0,0,15
38756,0,1,0,0,0,0,0,15
38759,19,89,0,0,0,0,0,15
38763,1,1,5,0,0,0,0,15
38768,1,2,2,0,0,1,0,15
38775,1,24,0,5,0,0,1,15
38816,2,1,0,0,1,0,0,15
38822,0,0,0,6,0,0,0,15
38823,0,0,0,0,0,0,0,15
38842,0,1,0,0,0,0,0,15
38869,0,0,9,0,0,2,0,15
38877,0,0,3,0,0,0,0,15
38902,0,1,1,0,0,0,0,15
38935,4,4,0,0,0,0,0,15
38972,0,3,2,0,0,0,0,15
38995,30,180,0,0,0,0,0,15
39010,0,5,0,0,0,0,0,15
39011,5,4,3,0,0,0,0,15
39014,0,3,0,0,0,0,0,15
39024,7,1,0,0,0,0,0,15
39032,12,0,0,0,0,0,0,15
39048,5,3,3,0,0,0,0,15
39051,0,0,0,0,0,0,0,15
39053,0,17,0,4,0,0,0,15
39059,0,2,0,0,0,0,0,15
39064,2,8,5,0,0,0,0,15
39080,0,3,4,0,0,4,0,15
39152,2,0,1,0,0,0,0,15
39165,20,7,2,0,0,0,0,15
39204,1,0,0,0,0,0,0,15
39209,0,6,6,1,0,1,0,15
39210,0,8,0,0,3,0,0,15
39234,148,10,0,0,0,0,0,15
39272,0,1,0,0,0,0,0,15
39276,1,1,0,0,0,0,0,15
39288,2,2,13,0,0,0,0,15
39300,0,1,0,0,0,0,0,15
39314,0,0,1,0,0,0,0,15
39317,8,1,1,0,0,0,0,15
39326,0,1,0,0,0,0,0,15
39336,6,3,10,0,1,0,0,15
39340,0,0,9,0,0,0,0,15
39359,0,5,0,0,0,0,0,15
39383,0,5,0,0,0,0,0,15
39397,0,3,0,0,0,0,0,15
39398,0,0,1,0,0,0,0,15
39404,0,0,1,2,0,1,0,15
39411,0,5,0,0,0,0,0,15
39417,5,6,0,0,0,0,0,15
39440,57,2,4,0,0,1,5,15
39442,0,0,7,0,0,1,0,15
39447,0,23,0,0,0,0,0,15
39449,5,0,0,0,0,0,0,15
39498,1,0,0,0,0,0,0,15
39504,0,2,0,0,0,0,0,15
39548,122,1,2,5,0,0,0,15
39554,274,7,0,0,0,0,0,15
39564,0,7,3,0,0,0,0,15
39591,0,0,3,0,0,0,0,15
39605,0,17,0,0,0,0,0,15
39655,0,10,0,2,2,0,2,15
39669,0,0,4,0,0,0,0,15
39682,0,4,0,0,0,0,0,15
39695,0,1,0,0,0,0,0,15
39708,1,1,0,0,0,0,0,15
39715,0,0,0,3,0,0,0,15
39729,3,16,0,0,0,0,0,15
39739,0,1,0,0,0,0,0,15
39741,11,2,0,0,0,0,0,15
39808,0,0,2,0,0,0,0,15
39826,0,4,0,0,0,0,0,15
39844,0,1,0,0,0,0,0,15
39849,0,4,0,0,0,0,0,15
39856,0,13,2,0,0,0,0,15
39882,3,7,2,0,0,0,0,15
39902,0,4,0,0,0,0,0,15
39912,0,1,0,0,0,0,0,15
39931,0,2,13,0,0,0,0,15
39937,7,2,3,0,0,0,0,15
39948,3,1,0,0,0,0,0,15
39951,0,6,1,0,1,1,0,15
39970,0,0,3,0,0,0,0,15
39985,0,18,1,0,0,0,0,15
39986,1,1,1,0,0,0,0,15
40007,20,5,0,0,0,0,0,15
40009,0,0,9,0,0,0,0,15
40028,0,0,0,0,0,0,0,15
40031,0,1,1,0,0,0,0,15
40037,0,0,0,1,0,0,0,15
40060,2,3,0,0,0,0,0,15
40079,0,1,0,1,0,0,0,15
40100,4,5,0,0,0,0,0,15
40106,0,3,0,0,0,0,0,15
40111,142,2,0,0,0,0,0,15
40129,0,0,0,0,0,0,0,15
40148,0,9,0,0,0,0,0,15
40152,15,0,0,0,0,0,0,15
40162,17,1,1,1,4,0,0,15
40181,20,1,0,0,0,0,0,15
40195,0,0,0,0,0,0,0,15
40199,0,0,0,0,0,0,0,15
40211,14,0,3,0,0,0,0,15
40227,0,4,0,0,0,0,0,15
40233,0,0,0,0,0,0,0,15
40235,0,0,0,0,0,0,0,15
40242,0,0,1,0,0,0,5,15
40258,0,0,0,0,0,0,0,15
40259,1,4,0,1,0,0,0,15
40299,0,0,0,2,0,0,0,15
40303,0,66,0,0,0,0,0,15
40334,1,2,1,0,0,0,0,15
40338,0,1,0,0,0,0,0,15
40366,0,1,0,0,0,0,0,15
40368,1,1,2,0,0,0,0,15
40375,1,5,0,2,0,0,0,15
40407,0,1,0,7,0,0,0,15
40416,0,1,0,0,0,0,0,15
40427,2,1,0,0,0,0,0,15
40452,0,2,0,0,0,0,0,15
40468,5,26,3,4,0,0,0,15
40491,1,3,1,0,0,0,0,15
40495,1,1,1,0,0,0,0,15
40502,1,1,0,0,0,0,0,15
40536,0,22,0,0,0,0,0,15
40542,17,57,1,0,0,0,0,15
40553,0,1,0,0,0,0,0,15
40582,0,5,0,0,0,0,0,15
40587,0,1,1,0,0,0,0,15
40588,24,2,4,0,1,0,0,15
40593,0,0,0,0,0,0,0,15
40598,0,1,0,0,0,0,0,15
40600,1,0,0,1,0,0,0,15
40604,28,0,2,0,0,0,1,15
40623,6,23,0,0,0,0,0,15
40635,0,6,0,0,0,0,2,15
40640,0,22,0,0,0,0,0,15
40651,0,1,1,0,0,0,0,15
40661,0,2,0,2,0,0,0,15
40675,2,2,0,0,0,0,0,15
40679,0,2,0,0,0,0,0,15
40708,0,2,0,0,0,0,0,15
40722,1,1,0,0,0,0,2,15
40724,2,0,4,0,0,3,0,15
40742,0,0,5,0,0,1,0,15
40753,0,2,1,0,0,0,0,15
40765,148,23,1,0,0,0,0,15
40771,16,0,4,0,0,0,0,15
40775,1,0,6,0,0,0,0,15
40881,15,2,8,1,1,0,0,15
40883,10,1,1,1,0,0,0,15
40885,0,0,3,0,0,0,0,15
40901,1,0,8,0,0,0,0,15
40908,1,1,0,0,0,0,0,15
40913,7,2,3,0,0,0,0,15
40914,5,0,4,0,0,0,0,15
40919,3,11,9,0,0,0,0,15
40920,0,1,0,0,0,0,0,15
40948,0,0,1,0,0,0,0,15
40958,0,0,10,0,0,0,0,15
40961,0,0,0,1,0,0,0,15
40991,26,1,2,0,0,0,0,15
41017,5,2,13,0,0,5,0,15
41020,0,4,1,0,0,0,0,15
41039,1,7,0,0,0,0,0,15
41052,14,0,13,0,0,1,0,15
41078,16,1,1,0,0,1,0,15
41080,0,0,0,0,0,0,0,15
41090,0,7,0,0,0,0,0,15
41139,207,2,1,0,0,0,0,15
41145,0,0,3,0,0,0,0,15
41155,0,0,0,0,0,0,0,15
41164,0,0,0,4,0,0,0,15
41171,0,1,4,0,0,0,0,15
41179,0,2,0,0,0,0,0,15
41186,0,0,1,2,0,0,0,15
41196,0,1,0,0,0,0,0,15
41225,1,1,0,1,0,0,0,15
41246,2,3,0,0,0,0,0,15
41251,0,1,0,2,0,0,0,15
41283,0,0,1,1,0,0,0,15
41308,0,1,4,0,0,0,0,15
41311,0,3,0,0,0,0,0,15
41347,28,3,0,0,0,0,0,15
41365,21,5,0,0,0,0,0,15
41375,0,2,1,0,0,0,8,15
41386,1,0,3,0,0,0,0,15
41392,29,5,4,0,0,0,0,15
41401,0,0,3,0,0,0,0,15
41416,1,9,0,1,0,0,0,15
41427,0,54,11,0,5,3,0,15
41446,18,1,0,0,0,0,1,15
41467,1,1,0,0,0,0,0,15
41478,0,4,0,0,0,0,0,15
41480,0,1,0,1,0,0,0,15
41481,112,18,2,3,0,0,0,15
41495,0,38,0,0,0,0,0,15
41496,3,2,1,0,0,0,0,15
41500,2,0,5,0,0,0,0,15
41504,0,0,1,0,0,0,0,15
41508,0,1,0,1,0,0,0,15
41522,0,0,0,0,2,0,0,15
41547,0,2,8,0,0,0,0,15
41559,0,0,2,0,0,0,0,15
41565,2,1,0,0,0,0,0,15
41573,7,2,1,0,0,0,0,15
41582,8,19,1,0,0,0,0,15
41596,17,5,2,0,0,0,0,15
41642,0,1,0,1,0,0,0,15
41708,4,1,3,0,0,0,0,15
41712,0,0,0,1,0,0,0,15
41714,0,2,0,0,0,0,0,15
41716,2,4,0,0,0,0,0,15
41727,0,1,0,0,0,0,0,15
41743,2,2,0,0,0,0,0,15
41763,3,1,0,0,0,0,0,15
41766,2,83,0,2,0,0,0,15
41767,1,2,0,0,0,0,0,15
41782,0,2,0,0,0,0,0,15
41786,0,0,1,1,0,0,0,15
41794,29,0,19,0,0,1,0,15
41804,0,0,0,0,0,0,0,15
41805,0,12,0,0,0,0,0,15
41811,0,0,0,0,0,0,2,15
41832,1,4,0,0,0,0,0,15
41835,0,1,2,0,0,0,1,15
41844,236,10,0,0,0,0,0,15
41862,0,7,0,0,0,0,0,15
41864,0,8,0,0,0,0,0,15
41866,0,1,0,1,0,0,0,15
41867,0,11,0,0,0,0,0,15
41873,0,1,0,1,0,0,0,15
41875,0,0,7,0,0,0,0,15
41878,0,9,0,1,0,0,0,15
41899,0,39,0,3,0,0,0,15
41921,0,10,0,0,0,0,0,15
41927,0,1,0,1,0,0,2,15
41939,0,1,1,1,0,0,0,15
41941,0,6,2,0,0,0,0,15
41954,0,3,0,0,0,0,0,15
41979,1,0,1,0,0,1,0,15
41996,0,2,1,0,0,0,0,15
42006,31,95,7,0,0,2,0,15
42018,0,2,0,0,0,0,0,15
42050,0,2,0,0,0,0,0,15
42051,9,1,2,0,0,0,0,15
42054,0,0,4,0,0,0,0,15
42105,0,0,2,0,0,0,0,15
42122,0,0,1,0,0,0,0,15
42126,0,0,3,0,0,0,0,15
42145,0,9,4,0,0,2,0,15
42152,62,12,0,0,0,0,0,15
42153,0,0,1,0,0,1,0,15
42155,0,0,0,0,0,0,0,15
42170,0,1,4,0,0,0,0,15
42179,0,1,4,0,0,0,0,15
42197,0,1,0,0,0,0,0,15
42201,0,3,0,1,0,0,0,15
42233,0,0,2,0,0,0,0,15
42261,0,19,0,0,0,0,0,15
42294,3,1,2,0,0,0,0,15
42300,0,12,0,0,1,0,0,15
42307,0,2,0,0,0,0,0,15
42308,43,7,0,0,0,0,0,15
42311,1,0,2,0,0,0,0,15
42353,0,1,3,0,0,1,0,15
42362,0,1,7,1,0,6,0,15
42365,0,1,5,0,0,0,0,15
42371,0,0,1,1,0,0,1,15
42390,63,60,0,0,0,0,0,15
42403,0,1,1,0,0,0,0,15
42404,0,3,1,0,0,0,0,15
42410,64,1,3,0,0,0,0,15
42433,0,5,8,0,0,2,0,15
42439,59,0,2,3,0,0,0,15
42441,3,4,1,0,0,0,0,15
42470,0,0,8,0,0,0,0,15
42489,0,0,7,0,0,0,0,15
42495,1,0,0,0,0,0,0,15
42498,0,11,4,12,0,0,0,15
42502,7,8,0,9,0,0,0,15
42523,0,0,0,8,0,0,0,15
42526,0,2,1,0,0,0,0,15
42528,0,2,0,0,0,0,0,15
42577,0,8,0,3,0,0,0,15
42579,0,3,0,4,0,0,0,15
42581,0,4,0,0,0,0,0,15
42602,0,4,0,0,0,0,0,15
42635,0,0,2,0,0,0,0,15
42641,0,4,2,1,0,0,0,15
42644,21,138,2,1,0,0,0,15
42652,0,18,0,0,0,0,0,15
42691,0,0,10,0,0,0,0,15
42699,0,8,1,0,0,0,0,15
42701,3,0,3,0,0,0,0,15
42706,0,0,0,0,0,0,0,15
42714,0,33,2,0,0,1,0,15
42736,0,1,0,0,0,0,0,15
42737,16,10,0,0,0,0,0,15
42753,0,0,0,0,0,0,0,15
42754,0,15,0,0,0,0,0,15
42758,1,29,2,2,2,2,4,15
42804,6,0,7,1,0,0,2,15
42805,0,0,3,0,0,0,0,15
42814,2,0,4,0,0,0,0,15
42830,1,0,0,0,0,0,0,15
42844,0,8,5,0,0,5,0,15
42845,6,2,0,0,0,0,0,15
42857,1,6,1,0,1,0,0,15
42864,10,12,0,1,0,0,0,15
42868,0,119,0,1,0,0,0,15
42871,0,0,0,2,0,0,0,15
42879,0,22,0,4,0,0,0,15
42900,1,2,1,1,0,0,0,15
42945,0,126,1,0,0,0,0,15
42948,2,0,10,0,0,0,0,15
42958,0,0,1,0,0,0,0,15
42959,0,6,0,0,0,0,0,15
42969,0,0,2,0,0,0,0,15
42981,0,8,0,0,0,0,0,15
42984,0,3,2,0,0,0,0,15
42992,83,7,0,4,0,0,0,15
42994,0,6,9,0,0,5,0,15
43006,0,3,0,0,0,0,0,15
43011,0,0,5,0,0,0,0,15
43019,0,1,1,0,0,0,0,15
43024,0,4,0,1,0,0,0,15
43031,11,4,0,0,0,0,0,15
43035,0,0,2,0,0,0,0,15
43037,0,1,1,0,1,0,2,15
43038,18,3,5,7,0,0,0,15
43044,5,1,1,2,0,0,0,15
43048,0,12,0,0,0,0,0,15
43069,0,2,3,0,0,0,0,15
43139,0,0,5,0,0,0,0,15
43150,22,2,0,0,0,0,0,15
43163,8,2,2,0,0,0,0,15
43172,0,2,0,8,0,0,0,15
43176,0,0,0,0,0,0,0,15
43179,0,21,0,0,0,0,0,15
43192,0,7,0,0,0,0,0,15
43208,1,0,7,0,0,0,0,15
43240,111,1,0,0,0,0,0,15
43246,0,0,2,0,0,0,0,15
43298,1,1,0,0,0,0,0,15
43318,4,0,0,0,0,0,0,15
43319,0,1,3,0,0,0,0,15
43325,0,2,0,0,0,0,1,15
43328,12,11,0,0,0,0,0,15
43330,4,0,10,0,0,0,0,15
43338,0,2,0,0,0,0,0,15
43354,0,0,0,1,0,0,0,15
43357,1,0,2,0,0,0,0,15
43363,1,1,0,1,0,0,0,15
43365,4,1,0,0,0,0,0,15
43374,0,1,3,0,0,0,0,15
43392,0,1,3,0,0,0,0,15
43418,188,2,4,2,0,0,0,15
43421,0,1,0,0,0,0,0,15
43429,0,5,2,0,0,1,0,15
43435,2,0,0,0,0,0,0,15
43440,16,1,0,0,1,0,0,15
43446,20,16,1,0,0,0,1,15
43467,1,4,0,0,0,0,0,15
43484,7,4,1,1,0,1,0,15
43485,0,5,0,33,0,0,0,15
43503,0,12,0,0,0,0,0,15
43514,0,2,0,2,0,0,0,15
43525,0,1,1,0,0,0,0,15
43526,0,0,3,0,0,1,0,15
43528,0,2,0,2,0,0,0,15
43545,0,1,0,0,0,0,0,15
43553,0,2,0,0,0,0,0,15
43566,28,1,2,0,0,0,0,15
43574,1,2,0,0,0,0,0,15
43576,0,0,0,2,0,0,0,15
43581,0,0,4,0,0,0,0,15
43584,0,2,0,0,0,0,0,15
43591,0,0,6,0,0,2,0,15
43635,0,0,4,0,0,0,0,15
43645,0,0,1,0,0,0,0,15
43656,15,0,4,0,0,1,0,15
43674,28,5,4,0,0,0,0,15
43680,0,3,0,0,0,0,0,15
43682,3,27,1,0,0,0,0,15
43699,2,0,12,0,0,0,0,15
43705,0,3,0,0,0,0,0,15
43709,0,1,0,0,0,0,0,15
43718,27,1,6,0,0,2,0,15
43723,15,1,1,0,0,0,0,15
43759,0,2,0,0,0,0,0,15
43764,0,0,0,1,0,0,0,15
43767,0,0,4,0,0,0,0,15
43780,1,1,0,1,0,0,3,15
43786,0,1,0,0,0,0,0,15
43797,0,0,6,0,0,0,0,15
43819,0,8,0,0,0,0,0,15
43823,39,2,1,0,0,0,0,15
43848,0,12,0,1,0,0,0,15
43897,0,1,1,10,0,1,0,15
43900,0,19,1,2,0,0,0,15
43910,0,1,0,0,0,0,0,15
43936,31,13,0,0,0,0,0,15
43949,0,0,6,0,0,0,0,15
44027,0,0,0,1,0,0,0,15
44033,0,4,0,1,0,0,2,15
44095,6,8,0,0,0,0,0,15
44117,53,4,0,0,0,0,0,15
44129,0,3,0,0,0,0,0,15
44143,0,3,0,0,0,0,0,15
44144,1,3,0,0,0,0,0,15
44149,0,0,0,1,0,0,0,15
44165,0,23,0,0,0,0,0,15
